inventor_id,name,country
fl:do_ln:marcille-1,Douglas Marcille,US
kjgj047ueb149yd7hvonp3eui,Frank J. Kogut,US
fl:ke_ln:severson-3,Kelly Severson,US
kjh9jwzos5d9mn43ugnvgdtd0,Bogdan Alexandru Zarnescu,RO
fl:ur_ln:david-1,Uri David,IL
fl:ge_ln:kmita-1,Gerard J. Kmita,US
fl:ak_ln:iwata-10,Akihisa Iwata,JP
fl:hu_ln:wang-430,Huajun Wang,US
fl:fu_ln:zhu-30,Fuxing Zhu,US
fl:pa_ln:lednar-1,Paige Lednar,US
fl:de_ln:lee-128,Deogjin Lee,KR
fl:je_ln:jacobs-10,Jeffrey J. Jacobs,US
fl:jo_ln:bettslacroix-4,Jonathan Betts-LaCroix,US
fl:su_ln:alili-1,Surjan Alili,US
fl:ko_ln:tomita-7,Kouhei Tomita,JP
fl:ja_ln:tyer-2,Jacob Tyer,US
fl:so_ln:wathne-1,Soffia G. Wathne,US
fl:ma_ln:fanning-5,Martin Fanning,IE
kjnqd7nxk3knu5kkcf9jsyrc3,Audrey Gibbs,US
fl:ed_ln:perez-6,Edgar Perez,CA
fl:lu_ln:boesel-2,Lucas Boesel,US
kjp33xoeor2frpnduztaes9e3,Alvin Tham Hiok Cheng,US
fl:te_ln:peterson-17,Teresa L. Peterson,US
fl:mi_ln:herrera-2,Miguel Alberto Herrera,US
fl:bo_ln:kalaba-1,Boris KALABA,US
kjq8wsxz0hbl366606b15n7qo,Karsten Tribe,US
fl:we_ln:cui-3,Weiren Cui,CN
fl:ki_ln:bhageshpur-1,Kiran V. Bhageshpur,US
fl:fa_ln:chao-4,Fang-Ching Chao,CN
fl:ke_ln:perdue-1,Kevin Perdue,US
fl:ha_ln:siao-1,Han-Sheng Siao,TW
kjsicvvgg0e4uq5t7qoeuw4pk,Evan Joseph Johannigman,US
fl:ch_ln:dashiell-1,Charles Dashiell,US
fl:d_ln:puhalla-1,D Matthew Puhalla,US
fl:se_ln:chang-90,Seouk Eun CHANG,KR
fl:ti_ln:farrell-3,Timothy S. Farrell,US
fl:ar_ln:struckmeier-1,Armin Struckmeier,DE
fl:pe_ln:kopic-1,Peter Kopic,CA
fl:lu_ln:meier-3,Lucie Meier,IT
fl:er_ln:mcdonald-7,Eric McDonald,US
fl:al_ln:lopez-17,Alberto Lopez,US
fl:ma_ln:dupuis-8,Manon Dupuis,CA
fl:py_ln:kim-1,Pyoung Gug Kim,KR
fl:er_ln:tarrerias-1,Eric Tarrerias,FR
fl:hu_ln:robinson-6,Hugh B. Robinson,US
fl:ch_ln:healy-6,Chris Healy,US
fl:xi_ln:wu-389,Xiubin Wu,US
fl:ma_ln:motozaki-2,Masaki Motozaki,JP
fl:ke_ln:hirshburg-1,Keith Alan Hirshburg,US
fl:da_ln:tikkanen-1,David Tikkanen,CA
fl:al_ln:bryan-4,Alex Bryan,US
fl:ru_ln:fischer-2,Ruediger Fischer,DE
fl:zh_ln:yu-308,Zhifeng Yu,CN
fl:br_ln:galvin-6,Brian Galvin,US
kk0txevhmy2vpgf53uio289s4,Shay Chamoy,IL
fl:sh_ln:lai-85,Shoshone Lai,US
fl:fr_ln:fontanazzi-1,Francesco Fontanazzi,IT
kk1vr503kn60bjj5rtbapsiys,Adam Runquist,US
fl:we_ln:ge-14,Wei Ge,US
fl:ro_ln:lawsonshanks-2,Robert Lawson-Shanks,US
fl:xi_ln:huang-421,Xinmiao Huang,CN
fl:sh_ln:kiyotani-1,Shingo Kiyotani,JP
fl:no_ln:chen-1,Noah Chen,US
fl:ji_ln:ni-53,Jin Ni,CN
fl:ju_ln:kortelainen-3,Jukka Kortelainen,FI
fl:da_ln:falck-1,Daniel Dean Falck,US
fl:yu_ln:kimura-5,Yuki KIMURA,JP
fl:fr_ln:paoli-1,Francesca Paoli,IT
fl:he_ln:williams-7,Heather Williams,US
fl:ge_ln:ruffing-1,Gerhard Ruffing,DE
kk96qclrqp4pyjh9rxr05j7at,Jeffrey Cone,US
fl:la_ln:nash-3,Larry Milan Nash,CA
fl:su_ln:cho-153,Sung-June Cho,KR
fl:yo_ln:wang-291,Yongyue Wang,CN
fl:th_ln:zombek-1,Thomas J. Zombek,US
fl:ch_ln:ryu-85,Choon Sook Ryu,KR
fl:br_ln:crandall-6,Bryan P. Crandall,US
fl:le_ln:lin-42,Lei Lin,CN
fl:su_ln:chen-32,Sumin Chen,US
fl:st_ln:johnson-31,Stephen Johnson,US
fl:ia_ln:patterson-3,Ian Patterson,US
fl:ch_ln:chen-1238,Chang-Cheng Chen,US
fl:al_ln:kaid-2,Alan Kaid,US
fl:am_ln:santana-1,Amauris Santana,US
fl:fr_ln:swinkels-1,Frans J. M. Swinkels,NL
fl:te_ln:boda-1,Ted Stephen Boda,US
fl:yu_ln:chang-57,Yu-Jen Chang,TW
fl:yu_ln:lin-299,Yung-Ping Lin,TW
fl:mi_ln:cha-23,Minyoung Cha,KR
fl:fu_ln:yaguchi-2,Fumihiro Yaguchi,JP
fl:za_ln:snider-2,Zachary Dillon Snider,US
fl:wi_ln:campbell-10,William James Campbell,US
fl:an_ln:namminga-1,Andrew Namminga,US
fl:da_ln:posner-2,Daniel Posner,US
fl:za_ln:packingham-1,Zachary A. Packingham,US
fl:an_ln:mcgowan-3,Andrew McGowan,US
fl:ky_ln:lee-40,Kyung Yul Lee,KR
fl:et_ln:tanner-1,Ethan Tanner,US
fl:al_ln:jochem-2,Alexander Jochem,DE
fl:ju_ln:zheng-57,Junsheng Zheng,CN
fl:ar_ln:ferdinand-2,Arthur Ferdinand,US
fl:ja_ln:jordan-38,Jazmine Jordan,US
fl:je_ln:lemay-4,Jean-Philip Lemay,CA
fl:bo_ln:park-12,Boo Won Park,US
kkouqtloeos0ig8bdlyxtosdu,Babak Huseynly,US
fl:ad_ln:sidwell-1,Adam Sidwell,US
fl:ze_ln:huang-38,Zekun Huang,US
fl:da_ln:loraing-1,Daniela Loraing,DE
fl:ch_ln:triplett-2,Christopher L. Triplett,US
fl:fe_ln:zhang-77,Fengjiao Zhang,US
fl:mi_ln:debie-1,Michiel de Bie,NL
fl:al_ln:remington-1,Allison Holmquist Remington,US
fl:yi_ln:he-29,Ying He,CN
fl:ja_ln:jaeger-4,Jason J. Jaeger,US
fl:co_ln:galacz-1,Colleen M. Galacz,US
fl:cl_ln:teufel-1,Clayton Adams Teufel,US
fl:mi_ln:voss-8,Mike Voss,US
fl:xi_ln:wu-397,Xilian Wu,US
fl:hs_ln:yao-16,HsiangFang Yao,CN
fl:de_ln:revering-1,Dean Revering,US
fl:yu_ln:lin-638,Yutao Lin,US
fl:fa_ln:yang-56,Faqiang Yang,CN
fl:ha_ln:kondo-7,Hanako Kondo,JP
fl:br_ln:sassenberg-1,Bret Sassenberg,US
fl:an_ln:lucas-12,Andy J. Lucas,US
fl:xi_ln:ren-57,Xiaolin Ren,CN
fl:ri_ln:wands-1,Richard Wands,US
fl:ro_ln:steidle-1,Robert M. Steidle,US
fl:sh_ln:fan-143,Shangnong Fan,US
fl:jo_ln:wisniewski-5,Jordan Wisniewski,US
fl:xu_ln:zeng-39,Xuguang Zeng,CN
fl:sh_ln:lin-448,Shu-Chan Lin,TW
fl:yu_ln:su-123,Yue Su,CN
fl:pe_ln:anderson-20,Peter Anderson,US
kl4sqyi798vdvvnmszo4jtt79,Murat Karanfil,US
fl:yi_ln:ho-23,Ying-Sung Ho,TW
fl:sh_ln:zhang-510,Shilei Zhang,CN
fl:ed_ln:monroe-2,Edward C Monroe,US
fl:jo_ln:pfeifer-15,Joshua Pfeifer,US
fl:br_ln:yarris-1,Brad Yarris,US
fl:ga_ln:kagan-2,Gabriel Kagan,US
fl:hi_ln:kushi-1,Hisao Kushi,US
fl:ma_ln:miyake-15,Masatoshi Miyake,JP
fl:ch_ln:jin-128,Chunjun Jin,CN
fl:sh_ln:tsuruta-1,Shuji Tsuruta,JP
fl:tr_ln:pinkowski-1,Trevor Pinkowski,US
fl:ma_ln:willard-5,Matt Willard,US
fl:su_ln:you-27,Sung Yeul You,KR
fl:ki_ln:brownlee-1,Kim Brownlee,US
fl:zh_ln:tong-20,ZhiHua TONG,US
fl:yu_ln:chen-839,Yuanguang Chen,CN
fl:da_ln:schiff-4,David R. Schiff,US
fl:li_ln:wen-32,Liang Wen,US
fl:by_ln:min-8,Byung Hoon Min,US
fl:yi_ln:lin-223,Yi Zhao Lin,CA
kla3ch9wfii52wf98ocsix737,Liridon Mahalla,NL
fl:is_ln:novak-2,Istvan Novak,US
fl:ma_ln:gromada-1,Matthew Gromada,US
kld4jws5omx3kn0ffnrkwkf32,Jebbe Unthank,PT
fl:vi_ln:michael-3,Vicky Ann Michael,US
fl:ce_ln:zhou-1,Cecilia S. Zhou,US
fl:je_ln:morse-2,Jennifer Morse,US
fl:st_ln:blake-5,Steve Blake,US
fl:ra_ln:blakeslee-1,Raafia S. Blakeslee,US
fl:je_ln:morgan-2,Jerome R. Morgan,US
fl:zh_ln:liao-32,Zhenlong LIAO,CN
fl:je_ln:tucker-14,Jerry Tucker,US
fl:li_ln:xu-159,Lili Xu,CN
fl:ke_ln:kuwahara-7,Kenichi Kuwahara,JP
fl:eu_ln:duarte-1,Eugenio Duarte,US
fl:ch_ln:wong-302,Chee Weng Wong,US
fl:zh_ln:wang-584,Zhixiang Wang,CN
fl:hi_ln:ishida-30,Hirokazu Ishida,JP
fl:ya_ln:yu-72,Yang Yu,CN
fl:me_ln:krassel-1,Melanie Krassel,US
fl:ke_ln:kraus-4,Kevin M. Kraus,US
fl:da_ln:gatto-3,Daniel Gatto,US
fl:al_ln:rossini-3,Alfred P. Rossini,US
fl:ph_ln:perrier-1,Philippe Perrier,US
fl:ji_ln:yang-116,Jinlu Yang,CN
fl:de_ln:bai-7,Denghui Bai,CN
klkpfu7d3rkwfczy8zf04f79z,Douglas Megill,US
fl:ma_ln:bookelmann-1,Matthijs Lucas Bookelmann,NL
fl:we_ln:hanson-2,Wendy Hanson,US
fl:ma_ln:patel-27,Manish Patel,US
fl:hu_ln:walters-2,Hugh Walters,AU
fl:ru_ln:blette-1,Russell E. Blette,US
fl:mo_ln:takekura-1,Motoaki Takekura,JP
fl:ra_ln:beers-1,Ray Beers,US
fl:ji_ln:yu-103,Jia Yu,CN
klpo65602rilig3z2xnqahe0v,Marie Antoinette Pogues,US
fl:ma_ln:saitoh-8,Masanori Saitoh,JP
fl:mi_ln:ponzillo-1,Michael Ponzillo,US
fl:ad_ln:richardson-6,Adam Richardson,GB
fl:tu_ln:shannon-1,Tucker Lee Shannon,US
fl:ni_ln:cen-1,Nie Cen,CN
fl:ko_ln:tahara-1,Kotaro Tahara,JP
fl:mi_ln:chen-308,Minxian Chen,CN
fl:ra_ln:griffin-9,Rachel Griffin,NL
fl:ta_ln:jin-20,Tao Jin,US
fl:so_ln:yun-22,Sooyun Yun,KR
klwn7ydbn1x0eugugn5spwcj2,François Dussart,FR
fl:yo_ln:lim-129,You Yeop Lim,KR
fl:we_ln:lu-29,Wenhao LU,US
fl:so_ln:shim-20,Soojin Shim,KR
fl:mi_ln:bloomberg-1,Mitchell Bloomberg,US
fl:ju_ln:galindogonzalez-1,Juan Alberto Galindo Gonzalez,US
fl:be_ln:copping-1,Benedict Copping,US
fl:na_ln:williams-13,Nathan Williams,US
fl:ma_ln:aikawa-11,Masaki Aikawa,JP
fl:al_ln:applegate-1,Allison Applegate,US
fl:ma_ln:hawerroth-1,Maraisa Crestani Hawerroth,US
km13n7tzzbbp3dw3nunaf36u3,Pan Yongren,CN
fl:ja_ln:song-84,Jae-Ho Song,KR
fl:po_ln:shih-37,Po-Wen Shih,NL
fl:fr_ln:steinhofer-1,Franz Josef Steinhofer,US
fl:pe_ln:chien-4,Pei-Shan Chien,TW
fl:an_ln:wise-6,Annette Wise,US
fl:sa_ln:diener-1,Sarah Diener,US
fl:iv_ln:kalinov-1,Ivan KALINOV,US
fl:jo_ln:schmidt-7,Jonathan E. Schmidt,US
fl:ni_ln:buccola-3,"Nickolas C. Buccola, Jr.",US
fl:xi_ln:tang-114,Xiaoqian Tang,US
fl:ed_ln:kliewer-2,Edward John Kliewer,US
fl:wa_ln:liu-69,Wanming Liu,CN
fl:sc_ln:lin-1,Scott Lin,TW
fl:pa_ln:sunna-1,Paola Sunna,IT
fl:ed_ln:valenzuela-5,Eduard Valenzuela,US
fl:th_ln:helmer-1,Thomas Helmer,DE
fl:av_ln:oberoi-1,Avneet Oberoi,US
fl:ro_ln:mckimmey-1,Rodney Lee McKimmey,US
fl:la_ln:sanchez-12,Lauren Ashley Sanchez,US
fl:al_ln:hede-2,Alexander Hede,US
fl:da_ln:marston-2,Daniel Marston,US
fl:br_ln:weber-9,Bruce A. Weber,US
fl:eu_ln:lee-234,Eunjin Lee,KR
fl:sh_ln:yamawaki-2,Shinichi Yamawaki,JP
km9gd5u9be6sqpcstwc0rtsff,Alexander Rana,US
fl:da_ln:stock-2,Daisy Stock,US
fl:ch_ln:lan-91,Changwen Lan,CN
fl:na_ln:weirtz-1,Natalie Weirtz,US
fl:jo_ln:schootstra-1,Joost SCHOOTSTRA,NL
fl:je_ln:callahan-8,Jesse A. Callahan,US
kmbk0ins32pddf5fcynqddbd7,"Robert Leahey, Jr.",US
fl:jo_ln:wen-7,Jonathan Wen,US
fl:do_ln:gao-20,Dongmei Gao,US
fl:si_ln:goverts-1,Sijtse Thomas Goverts,NL
fl:je_ln:bauer-18,Jessica Bauer,US
kmcoumx6aeinpbfpwl1e62n8p,Dilek Sezen,US
fl:ti_ln:wobig-2,Tim Wobig,US
fl:ch_ln:maloney-8,Christopher Maloney,US
fl:xi_ln:hong-63,Xiaochi Hong,US
fl:fr_ln:fastermann-1,Franz Fastermann,DE
fl:mi_ln:foxx-1,Michael J. Foxx,US
fl:jo_ln:ohran-1,John Ohran,US
fl:xi_ln:zhang-903,Xiaohuai Zhang,CN
fl:ro_ln:lowder-2,Robert E. Lowder,US
fl:st_ln:johnson-9,Stephen Wayne Johnson,CA
fl:st_ln:greenspon-2,Steven B. Greenspon,US
fl:de_ln:yoder-1,Denver R. Yoder,US
fl:yi_ln:xu-182,Yinyan Xu,CN
fl:ka_ln:manuel-2,Karl-Ludwig Manuel,US
fl:sa_ln:chadha-5,Sanjam Chadha,US
fl:ge_ln:lessard-1,Gerald Lessard,US
fl:ta_ln:matsunaga-9,Takumi Matsunaga,JP
fl:mi_ln:sirju-1,Michelle Sirju,US
fl:si_ln:pedrollo-1,Silvano Pedrollo,IT
fl:pe_ln:barnett-3,Peter Barnett,US
fl:co_ln:mcginn-2,Conor McGinn,IE
fl:co_ln:smith-46,Cory Smith,US
fl:ju_ln:hoppner-2,Jürgen Höppner,DE
fl:ch_ln:smiley-3,"Charles E. Smiley, Jr.",US
fl:ch_ln:ranson-2,Christopher Goodman Ranson,US
fl:na_ln:okada-5,Naoki Okada,JP
fl:da_ln:allen-15,Daniel W. Allen,US
fl:ma_ln:rind-1,Marc Rind,US
fl:ma_ln:sheridan-7,Matthew Sheridan,US
fl:te_ln:kumagai-6,Terukazu Kumagai,JP
kmkvoh5wa8pup1n3aa10e18ow,Gabriel Tavis,US
fl:ni_ln:steffensen-1,Nils P. Steffensen,US
kmli8c1ytllzbc4ljnhux3ds8,Borut Mohori{hacek over (c)},US
fl:br_ln:bresnahan-1,Brian Bresnahan,US
fl:ma_ln:rosin-4,Mark Rosin,US
kmm2e7rv2fhjmwz08y6gatt4o,Marissa Forward,US
kmm8jxggnnvd3os2gge5x5bc9,Dennis Josef Meseg,DE
fl:ni_ln:wanner-2,Nicholas Wanner,US
fl:ro_ln:hopp-1,Roland Hopp,DE
fl:br_ln:pelham-2,Brian Pelham,US
fl:mi_ln:morrow-4,Michelle Morrow,GB
fl:sc_ln:ferguson-1,Scout Ferguson,US
fl:da_ln:cooklin-1,Daniel Cooklin,GB
fl:ja_ln:koch-5,Jared L Koch,US
fl:te_ln:wilson-8,Terrell Wilson,US
fl:al_ln:southern-1,Alex Southern,US
kmop8wonhlc5oyvrax0auy2gq,Valdek Jakobczyk,US
kmps27cjo8fddxam7w19b95zc,Ekanem Archibong,US
fl:jo_ln:opfer-1,John G Opfer,US
fl:ma_ln:shaw-25,Matthew Lawton Shaw,US
fl:ga_ln:griggs-1,Gareth Neale Griggs,US
fl:an_ln:kamble-2,Aniket Kamble,US
kmrbk3im7dugzqjf24680gzv7,Scott Bickford,US
fl:si_ln:yin-6,Sining Yin,CN
fl:mi_ln:hattingh-1,Michael Hattingh,US
fl:ha_ln:zhang-222,Haibing Zhang,US
fl:ma_ln:ganszyniec-1,Maja Ganszyniec,PL
fl:ig_ln:liski-1,Igor Ivanovych Liski,US
fl:ki_ln:cho-58,Kihyun Cho,KR
fl:ra_ln:ferretti-1,Raymond Agostino Ferretti,US
fl:ma_ln:yonekawa-5,Masahiro Yonekawa,JP
fl:ch_ln:hibberd-4,Christine Kay Hibberd,US
fl:yi_ln:wang-350,Yingke Wang,CN
fl:ja_ln:douglass-10,James C. Douglass,US
fl:zi_ln:xiong-9,Zi Xiong,CN
fl:se_ln:fontaine-6,Sebatien Willy Fontaine,LU
fl:jo_ln:jansson-1,Joakim Jansson,US
fl:ma_ln:stonebraker-3,"Matthew V. Stonebraker, Jr.",US
fl:ca_ln:dillon-6,Catherine Frances Dillon,AU
fl:sh_ln:mugan-2,Shane Mugan,IM
fl:bi_ln:natera-1,Biotz Natera,US
fl:lo_ln:lefebvre-1,Louis Lefebvre,CA
fl:ai_ln:mitsufuji-1,Ai Mitsufuji,US
fl:ju_ln:chang-176,Juan Chang,CN
kmxy94mfm6wby8rllevixsslq,Tristan Robert Kmoch,US
fl:ni_ln:barkley-1,Nicholas Barkley,US
fl:ma_ln:goodworth-1,Matthew Goodworth,US
fl:an_ln:smith-99,Anthony R. Smith,US
fl:mi_ln:fan-37,Minke Fan,US
fl:ni_ln:ajotikar-1,Nikhil J. Ajotikar,US
fl:co_ln:jackson-15,Cory Thomas Jackson,US
fl:na_ln:benjakachorndech-1,Narong Benjakachorndech,CN
fl:ha_ln:saleh-4,Haroon Saleh,US
fl:zi_ln:peng-15,Ziqi Peng,US
fl:ro_ln:mcdaniels-2,Roy E. McDaniels,US
fl:va_ln:ortizgispert-1,Valentin Ortiz Gispert,ES
fl:na_ln:walker-7,Nathan R. Walker,US
fl:th_ln:sangiovanni-2,Thomas San Giovanni,US
fl:ha_ln:han-24,Hai-Yue Han,US
fl:su_ln:huang-88,Suhua Huang,US
fl:ke_ln:watts-15,Kevin R. Watts,US
fl:je_ln:mas-2,Jean-Claude Mas,FR
fl:yo_ln:uchiyama-10,Yoshitaka Uchiyama,JP
fl:ju_ln:grimes-2,Justin Grimes,US
kn4j5kzud86pj796yrtvcuecz,Paloma Luisa Ramos Rugel,US
fl:sh_ln:chen-1427,Shuzhi CHEN,US
fl:br_ln:elliott-26,Brandon J. Elliott,US
fl:au_ln:richard-3,Aurélie Richard,US
fl:ta_ln:mcbride-4,Tanner McBride,US
fl:li_ln:cuara-1,Lizeth Cuara,US
fl:da_ln:green-64,David Green,CA
fl:ri_ln:kellerer-1,Richard Kellerer,DE
fl:ho_ln:zhou-16,Hongsheng Zhou,US
fl:hu_ln:weng-15,Huahe Weng,US
kn9ihq1yxelr2jcadnc5xryj7,Simon Lautrop,DK
fl:st_ln:ringgenburger-1,Stefan Ringgenburger,DE
fl:wi_ln:stefany-1,William Stefany,US
fl:ma_ln:williams-87,Marcus Williams,US
fl:na_ln:himiyama-1,Naoto Himiyama,JP
fl:je_ln:schmoll-1,Jeremy A. Schmoll,US
fl:sh_ln:lin-839,Shaochun Lin,CN
fl:ra_ln:sethurao-1,Ramkumar Sethurao,US
fl:jo_ln:langford-2,John Steven Langford,US
fl:wi_ln:bowen-4,William D. Bowen,US
fl:da_ln:dasilvacaldeira-1,David Tome Da Silva Caldeira,US
fl:gr_ln:wielgoszewski-1,Grzegorz Wielgoszewski,CH
fl:da_ln:zhao-39,Dansheng Zhao,US
fl:le_ln:levine-1,Lewis Levine,US
fl:to_ln:hunter-3,Todd Ronald Hunter,US
fl:ma_ln:focke-1,Maximilian Focke,DE
fl:ri_ln:webb-5,Richard C. Webb,US
kni2xd1kih8jmsdktbcpv19ly,Tim Pickard,US
fl:et_ln:dondez-1,Etienne Francois Joseph Dondez,GB
fl:mo_ln:watanabe-8,Motomi WATANABE,JP
fl:ti_ln:daniel-3,Timothy Daniel,US
fl:ja_ln:rolcorredor-1,Javier Rol Corredor,US
knkyfuz7olcyw4hexu6uq1kpo,Thomas Rosenzopf,US
fl:ji_ln:liang-146,Jing Liang,US
fl:mi_ln:johnson-56,Michael D. Johnson,US
fl:ki_ln:kawaguchi-7,Kiyomi Kawaguchi,JP
fl:mi_ln:kinoshita-10,Michio Kinoshita,JP
fl:ba_ln:robertson-3,Barry Robertson,US
fl:ju_ln:lee-402,Jun Seok Lee,KR
fl:yo_ln:bang-23,Young-Sun Bang,KR
fl:th_ln:kusmierski-1,Thomas Jay Kusmierski,US
fl:ro_ln:martini-1,Rocky Martini,US
fl:wi_ln:airy-1,William O. Airy,US
fl:qi_ln:zeng-100,Qingwu Zeng,US
fl:pr_ln:jha-8,Prashant K. Jha,US
fl:ke_ln:breinlinger-1,Keith J. Breinlinger,US
fl:ke_ln:amidon-1,Keith E. Amidon,US
fl:er_ln:skyrme-1,Erica Skyrme,US
fl:ge_ln:vasquez-2,Geraldine Vasquez,US
knxiim7g6rbzy3jbdp19in2vh,Alexander Maximilian Alcovero,SE
fl:ch_ln:sothen-1,Christopher David Joseph Sothen,US
fl:gi_ln:korine-1,Gil Korine,US
fl:gr_ln:mihaich-1,Greg Mihaich,US
fl:he_ln:park-220,Hélène Park,US
fl:ma_ln:hoshi-4,Masato Hoshi,JP
fl:ja_ln:lee-305,James S. W. Lee,US
fl:ba_ln:fang-5,Baohua Fang,US
fl:me_ln:winter-1,Megan A. Winter,US
knzp615e8vda90bz12h9ehviq,Heather Daisy Gauck,US
fl:no_ln:nieuwenhuizen-1,Norman Anthony Nieuwenhuizen,ZA
fl:al_ln:giannotti-3,Alexis Ezio Giannotti,MC
fl:cy_ln:bray-1,Cynthia Moltz Bray,US
fl:se_ln:kim-101,Seon-Mi Kim,KR
fl:br_ln:rodriguez-1,Brando Alvarez Rodriguez,MX
fl:ja_ln:radtke-2,Jakob Radtke,DE
fl:tr_ln:jones-34,Tracie L Jones,US
fl:tr_ln:roebuck-1,Trevor Douglas Roebuck,US
fl:an_ln:beyer-8,Anja Beyer,DE
fl:ro_ln:flaten-1,Robert Flaten,US
fl:pe_ln:miranda-6,Pedro A. Miranda,US
fl:da_ln:yu-105,Daxin Yu,US
fl:bi_ln:hu-32,Binguo Hu,CN
fl:ji_ln:zhang-457,Jiang Zhang,CN
fl:ju_ln:belleza-1,Julie Belleza,US
fl:sh_ln:wu-756,Shangye Wu,CN
fl:mi_ln:slota-4,Michael W. Slota,US
fl:so_ln:koh-9,Soo Yon Koh,US
fl:ju_ln:mein-1,Justin Mein,US
fl:da_ln:lee-64,Dae-Hyun Lee,KR
fl:ma_ln:barry-12,Mark A. Barry,US
fl:pe_ln:deschepper-1,Peter De Schepper,US
fl:xi_ln:fan-63,Xinhua Fan,US
fl:ab_ln:sliger-1,Abby DiBenedetto Sliger,US
fl:li_ln:hai-3,Li Hai,US
fl:mi_ln:burks-3,Michael Burks,US
fl:hu_ln:simons-1,Hubertus Johannes Gertrudus Simons,NL
fl:ka_ln:walheim-1,Karl Walheim,SE
fl:de_ln:dingyikming-1,Dennis Ding Yik Ming,MY
fl:jo_ln:sargent-4,Joseph Hollis Sargent,US
fl:ya_ln:liu-164,Yan Liu,US
fl:yu_ln:shao-55,Yuanxing Shao,CN
koekprvv5g3g5lzhjn82zit6m,Nicholas Weaklem,US
fl:fa_ln:wang-73,Fangchun Wang,US
kofilmelfu9vlelbs4zjf3ldm,Jade Echard,FR
fl:sh_ln:lukzilberman-1,Shira Luk-Zilberman,IL
fl:jo_ln:vojvodic-1,Jovanka Vojvodic,US
fl:je_ln:wyrick-2,Jeffrey J. Wyrick,US
fl:ma_ln:takimoto-10,Masafumi Takimoto,JP
fl:ad_ln:edwardsgillas-1,Addison Veronica Edwards-Gillas,US
fl:mi_ln:jorgensen-7,Mirja Jörgensen,DE
fl:hi_ln:rodriguezarmenta-1,Hilda Patricia Rodriguez Armenta,MX
fl:ju_ln:hung-53,Jung-Chen Hung,FI
fl:ji_ln:lin-421,Jianyang Lin,US
fl:ar_ln:nazarian-2,Armen Alan Nazarian,US
fl:gu_ln:lu-52,Guisong Lu,US
kolkposn73n54h19zf0awu98u,Kristy Hoy,US
fl:ry_ln:omoto-1,Ryan Omoto,US
fl:gu_ln:sun-29,Guanglin Sun,CN
fl:mi_ln:sheppard-10,Michael Sheppard,US
fl:lu_ln:haenen-1,Ludo Haenen,NL
fl:mi_ln:golinski-2,Miroslaw Jerzy Golinski,US
fl:te_ln:mowers-1,Terrance Arthur Mowers,US
fl:ji_ln:ma-262,Jiantong Ma,CN
fl:yu_ln:wang-355,Yu Wang,TW
fl:ra_ln:rao-30,Rahul R. Rao,US
fl:zu_ln:lin-23,Zuwu Lin,CN
fl:ro_ln:surma-1,Robert Surma,US
fl:ha_ln:zhao-65,Han Zhao,CN
fl:ji_ln:guo-53,Jing Guo,US
koq2wyo2lidryw2twgeguorw7,Ossama Dreibati,DE
fl:ke_ln:wallenstein-2,Kevin Wallenstein,US
fl:ch_ln:wu-1462,Chuanlei Wu,CN
koqfj6i1i820gh8eehgatvy1z,Alexander Åsemyr,SE
fl:se_ln:yamazaki-11,Seiji Yamazaki,JP
fl:sa_ln:hazan-1,Samy Hazan,IL
fl:xi_ln:wang-152,Xiaohua Wang,US
fl:je_ln:emery-4,Jeffrey L. Emery,US
korptltbb1r25jd56lj0nzpkq,Henry Mahyor,US
fl:me_ln:wang-71,Meiyan Wang,CN
fl:lu_ln:sui-1,Luchao Sui,CN
fl:ye_ln:liu-66,Yehua Liu,CN
fl:we_ln:wu-354,Wenjing WU,JP
fl:xi_ln:du-143,Xingwen Du,US
fl:ya_ln:chen-489,Ya-Chen Chen,TW
fl:ji_ln:guo-59,Jingchun Guo,US
fl:fr_ln:pons-1,Frederic Michel-Jean Pons,FR
fl:ju_ln:hou-11,Junfeng Hou,CN
fl:ma_ln:yamazaki-26,Makoto Yamazaki,JP
fl:st_ln:olfert-1,Stephen Olfert,US
fl:ye_ln:huang-109,Yebiao HUANG,CN
fl:to_ln:dye-2,Toby Dye,GB
fl:ro_ln:whyte-8,Robin Whyte,CA
kovvz6ky59pldr00oqqrmketw,Glen Cassim,AU
fl:an_ln:vasiliadis-1,Andreas Vasiliadis,GR
fl:yu_ln:ji-6,Yu Ji,US
fl:cl_ln:wieland-3,Claude Wieland,CH
koxfi0svalkxg2q132fh3jv74,Oliver Klug,DE
fl:ma_ln:schomer-1,Matthew Todd Schomer,US
koxova5y7m6stt6z7z8inuwyi,Paul Croxton,GB
fl:cu_ln:croley-1,Curt Croley,US
koydlst4tbd67myagtrhvs0sp,George Lykourezos,US
fl:mi_ln:dreisbach-1,Mitchell Dreisbach,US
fl:ji_ln:chen-978,Jierong Chen,US
fl:ru_ln:jiang-28,Rui Jiang,CN
fl:bi_ln:li-102,Bin Li,CN
fl:ed_ln:egydio-1,Eduardo de Mattos Egydio,BR
kp1fijqrf2e8p0z1qus1m6tur,"Horace Fauntleroy, Jr.",US
kp1gzyvtofgom5xkxl8b1jykk,Kediao Zhi,CN
fl:ni_ln:knebel-1,Nicholas E. Knebel,US
fl:si_ln:jiang-10,Sisi Jiang,CA
fl:le_ln:mcphee-1,Levi T. McPhee,NZ
fl:al_ln:summerer-1,Alexander Summerer,US
fl:ry_ln:judy-1,Ryan Judy,US
